user,in_degree_cent,out_degree_cent,betweenness_centrality,eigen_vector_cent,katz_centrality
Sergeant_Static,0.0022354694485842027,0.0007451564828614009,1.000210044109263e-05,0.0001433884125438368,0.03328688585858809
IgorForHire,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
ViscomteEcureuil,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ReverendEarthwormJim,0.0007451564828614009,0.0007451564828614009,0.0,6.316682043874943e-10,0.026952910770423732
ak11,0.0014903129657228018,0.0014903129657228018,5.001050220546315e-06,2.353116937936687e-12,0.029610494027456098
agomezian,0.0007451564828614009,0.0007451564828614009,0.0,1.6749510997203767e-10,0.027520960012134926
Master_Builder,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Balrogic3,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
crasspy,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
genjix,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
platinumarks,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Dusii,0.0007451564828614009,0.0014903129657228018,7.223739207455788e-06,1.1319477572747491e-06,0.028103575051100543
thinkforaminute,0.0007451564828614009,0.0007451564828614009,2.7783612336368415e-07,1.4571125037593655e-36,0.02608440033501224
Taervon,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ozontm,0.0014903129657228018,0.0,0.0,8.582643873436416e-34,0.029190815284000065
bergie321,0.0014903129657228018,0.0007451564828614009,5.890125815310104e-05,0.16685808435121208,0.0330158462069419
TheNewSheckel,0.0007451564828614009,0.0,0.0,8.164854546927482e-35,0.026558662159285193
PigNamedBenis,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
luigivampa-over9000,0.0007451564828614009,0.0007451564828614009,0.0,7.127848981193291e-12,0.026701866927661886
seriousarcasm,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Nocturniquet,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
_JayJ,0.0007451564828614009,0.0007451564828614009,1.1113444934547366e-06,1.4571125037593655e-36,0.02608440033501224
agnostic_reflex,0.0007451564828614009,0.0014903129657228018,1.1113444934547366e-06,1.4109442288722907e-16,0.026616735035726778
Argueforthesakeofit,0.0014903129657228018,0.0007451564828614009,1.667016740182105e-06,1.7031603465477664e-16,0.02901224118894219
APeacefulWarrior,0.0014903129657228018,0.0022354694485842027,0.0003372930537635126,1.289904349787097e-16,0.02877027087043558
morphinedreams,0.0014903129657228018,0.0014903129657228018,4.4453779738189465e-06,7.78072954378126e-34,0.028716553459727113
thunderbootyclap,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
c00ki3mnstr,0.0022354694485842027,0.0029806259314456036,0.0003156218361411452,0.0469168450740559,0.03382933665018807
hilypo,0.0007451564828614009,0.0014903129657228018,5.556722467273683e-07,3.62055245736142e-21,0.02634787912627499
urbanadultblunt,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
AntiNeoLiberal,0.0014903129657228018,0.0007451564828614009,2.2226889869094732e-06,7.241104914722833e-21,0.028982667038902492
IndianDude-51,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
hempev,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Fractal_Soul,0.0007451564828614009,0.0,0.0,3.62055245736142e-21,0.02634787912627499
IranToToronto,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Doubledogs,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
ThatAngryGnome,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
pastafusilli,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
1blockologist,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
ACloseCaller,0.0007451564828614009,0.0,0.0,2.7626640900361227e-05,0.026660849065816974
speedisavirus,0.0,0.0022354694485842027,0.0,2.512262937516149e-38,0.02371309121364749
I_AM_Achilles,0.0007451564828614009,0.0007451564828614009,2.2226889869094732e-06,1.4571125037593655e-36,0.02608440033501224
ComradeGnull,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
tako9,0.0022354694485842027,0.0014903129657228018,0.00015503255683693576,4.3210922525277744e-36,0.030827018577741745
skipharrison,0.0007451564828614009,0.0007451564828614009,0.0,1.0861657372084249e-20,0.027090410265288193
arjun10,0.0029806259314456036,0.0,0.0,4.8589963781927264e-05,0.03470901262525233
KittyCommand0R,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-07,1.4571125037593655e-36,0.02608440033501224
hurtsdonut_,0.0014903129657228018,0.0007451564828614009,1.1113444934547366e-06,2.8891023781435708e-36,0.028455709456376994
Los_Hombres_Los_Gato,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
canyouhearme,0.0022354694485842027,0.0007451564828614009,9.094502438104596e-05,6.154939177514414e-20,0.03188359514472469
Just_Call_Me_Cactus,0.0014903129657228018,0.0007451564828614009,1.4447478414911576e-05,6.796155439891724e-08,0.029969755593228637
Pater-Familias,0.0007451564828614009,0.0007451564828614009,0.0,0.003766931991442717,0.028013118392977716
daowenster,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
helly3ah,0.0007451564828614009,0.0007451564828614009,1.667016740182105e-06,5.430828686042129e-21,0.026371831743662515
moakus,0.0007451564828614009,0.0007451564828614009,7.779411454183156e-06,1.4571125037593655e-36,0.02608440033501224
Helium_3,0.0,0.0029806259314456036,0.0,2.512262937516149e-38,0.02371309121364749
Dimzorz,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
tau-lepton,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
an_internet_denizen,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-07,1.4571125037593655e-36,0.02608440033501224
metalbladex4,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
haroldle,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
GooeyPod,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
muffler48,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
BrokeDickTater,0.0014903129657228018,0.0022354694485842027,0.00014354866373790347,1.9640220452652745e-14,0.029308314983159823
just1bastard,0.0007451564828614009,0.0007451564828614009,0.0,5.4308286860421296e-21,0.02658740530015022
YeastOfBuccaFlats,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
darthmynuts,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
kaw97,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
3dx4d,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,7.241104914722833e-21,0.028982667038902492
BoatCat,0.0014903129657228018,0.0014903129657228018,5.556722467273683e-06,2.6384176530587365e-13,0.03002028454676198
phlap,0.0014903129657228018,0.0,0.0,2.8891023781435708e-36,0.028455709456376994
salmonjizz,0.0007451564828614009,0.0007451564828614009,1.667016740182105e-06,9.97688232111621e-17,0.02637476471722017
mushyninja,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Imapopulistnow,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-07,1.4571125037593655e-36,0.02608440033501224
h3lme7,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Anon125,0.0022354694485842027,0.0007451564828614009,3.0561973570005254e-05,4.4416808735285486e-35,0.03106414948987822
caeroe,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
oldie101,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
trot-trot,0.0007451564828614009,0.0,0.0,1.5232911422281222e-13,0.026715119668323694
xboomer,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
TrueVCU,0.0014903129657228018,0.0014903129657228018,6.66806696072842e-06,1.3769946834489101e-11,0.029887757140143963
Learfz,0.0007451564828614009,0.0007451564828614009,0.0,5.4308286860421296e-21,0.02658740530015022
hashtagnoshame,0.0014903129657228018,0.0014903129657228018,1.1113444934547366e-06,1.995376464223242e-16,0.029036438220792847
Yanrogue,0.006706408345752608,0.0,0.0,1.3815602155342675e-31,0.04657986220187992
kevalry,0.0037257824143070045,0.0014903129657228018,0.00028117015684404835,0.21583663985277832,0.04082291815822912
__DocHopper__,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Jerithil,0.0007451564828614009,0.0007451564828614009,0.0,0.00048084983837711067,0.02826048498918886
Thoctar,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
sunwayman,0.0014903129657228018,0.0,0.0,2.8891023781435708e-36,0.028455709456376994
knuatf,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Pokmonth,0.0007451564828614009,0.0,0.0,3.62055245736142e-21,0.02634787912627499
tommorrow,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Reali5t,0.0007451564828614009,0.0007451564828614009,0.0,1.4109442288722907e-16,0.026616735035726778
Rincewind_57,0.0007451564828614009,0.0014903129657228018,1.1113444934547366e-06,7.919958500478101e-20,0.026638213882487383
GalacticEarwax,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Sleekery,0.0007451564828614009,0.0007451564828614009,0.0,1.8200522395314452e-13,0.02713559922386466
pigsandpiglets,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
mrevergood,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
OtterTenet,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
______DEADPOOL______,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
sge_fan,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
HitlerWasASexyMofo,0.0007451564828614009,0.0,0.0,7.127848983003567e-12,0.026725819545049413
ban-chali,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
CarolusMagnus,0.0007451564828614009,0.0007451564828614009,0.0,3.940526055129962e-16,0.026890723648904463
Tactineck,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
slipaway,0.0014903129657228018,0.0014903129657228018,0.00020226469780876207,0.04249318759520554,0.03133189061409701
Abomination822,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
enceladus7,0.0014903129657228018,0.0014903129657228018,1.1113444934547366e-06,1.995376464223242e-16,0.029036438220792847
dragead,0.0014903129657228018,0.0007451564828614009,0.00010020622849316874,0.05424927446830739,0.030466842835308455
seanspotatobusiness,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
JackDragon,0.0014903129657228018,0.0007451564828614009,0.00011669117181274735,2.3259145153602468e-06,0.02983044986898395
BasedGodCometh,0.0007451564828614009,0.0,0.0,0.16685808435121208,0.03064453708557715
versusgorilla,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
StateYourBusiness,0.0014903129657228018,0.0022354694485842027,9.779831542401682e-05,4.2202609343969765e-08,0.02965067632971578
ShamanSTK,0.0007451564828614009,0.0007451564828614009,1.1113444934547366e-06,3.62055245736142e-21,0.02634787912627499
oldsecondhand,0.0014903129657228018,0.0,0.0,8.308053534365902e-35,0.028929971280649943
Zigstyle,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
serg27,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Canada_girl,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-07,1.4571125037593655e-36,0.02608440033501224
Kabouki,0.0007451564828614009,0.0007451564828614009,0.0,1.8242002256329597e-16,0.026858705354233382
KelsoKira,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
CorruptionAPlus,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
justscottaustin,0.0022354694485842027,0.0014903129657228018,0.00017559242996584838,0.01795271363009058,0.03452167000966773
socialismisbad,0.0022354694485842027,0.0014903129657228018,2.667226784291368e-05,1.2683375494662896e-31,0.0327764718064157
Calvinball05,0.0007451564828614009,0.0007451564828614009,1.1113444934547366e-06,1.4571125037593655e-36,0.02608440033501224
itsfineitsgreat,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Obama__Lover2012,0.0029806259314456036,0.0007451564828614009,0.00011391281057911051,0.0001631447756103855,0.03484486184536879
Deadleggg,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Ghenrich,0.0014903129657228018,0.0,0.0,8.308053534365902e-35,0.028929971280649943
GoldStarBrother,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ReallyGene,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
_WhatIsReal_,0.0014903129657228018,0.0,0.0,3.6205524573614205e-21,0.02871918824763974
Monkeyfeng,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-06,3.940616568941396e-16,0.03002851652666994
fitzroy95,0.0014903129657228018,0.0014903129657228018,0.00040008401764370517,0.0910975925644637,0.032696454832306196
quiteintriguing,0.0007451564828614009,0.0007451564828614009,0.0,0.0003601183541038607,0.031702510699440176
ItayMeir,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
carlsaischa,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
iTomes,0.0007451564828614009,0.0,0.0,4.155282898651708e-35,0.026321531247148717
Jitan,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
goldgibbon,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
KikiFlowers,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
duuuh,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
reste,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Firewind,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Japroo,0.0007451564828614009,0.0007451564828614009,5.112184669891789e-05,1.4571125037593655e-36,0.02608440033501224
Brother_tempus,0.004470938897168405,0.0022354694485842027,0.0008717756654823436,0.012827453992232826,0.04300027179330227
Washuchan73,0.0007451564828614009,0.0014903129657228018,1.1113444934547366e-06,1.4109442288722907e-16,0.026616735035726775
HighDagger,0.0007451564828614009,0.0007451564828614009,0.0,4.762377752814218e-07,0.026948307065201817
qaqa1,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Kawaii-,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
theboiledpeanuts,0.0007451564828614009,0.0007451564828614009,0.0,8.152606433094012e-05,0.027106269400330063
NonViolentWar,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
boredweare1,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
MONXYF,0.0014903129657228018,0.0,0.0,8.308053534365901e-35,0.028929971280649943
NihiloZero,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
smilesbot,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
i_smell_my_poop,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
HamBiscuit,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
cited,0.0007451564828614009,0.0007451564828614009,0.0,0.0029141818421909004,0.027042579024919522
GothicFuck,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Snickering_Ginger,0.0007451564828614009,0.0022354694485842027,7.779411454183157e-05,3.62055245736142e-21,0.02634787912627499
thipp,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
systemlord,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ShouldBeAnUpvoteGif,0.004470938897168405,0.0022354694485842027,0.0013165264705588173,0.00026126578575840154,0.04060804869082445
xeest,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
gogojack,0.0007451564828614009,0.0,0.0,0.016614909992489154,0.028137960535918164
PrairieData,0.0007451564828614009,0.0,0.0,4.155282898651708e-35,0.026321531247148717
Stormflux,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
scottmill,0.005216095380029807,0.004470938897168405,0.0043322431043852526,0.13229040366308506,0.04697040460807322
metasophie,0.0007451564828614009,0.0007451564828614009,6.66806696072842e-06,1.217442619520325e-34,0.02679579307142167
litper,0.0014903129657228018,0.0022354694485842027,0.0005184422061966347,8.397388055071708e-05,0.030449702226358278
chupchap,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
neotropic9,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
Cantordammerung,0.0007451564828614009,0.0,0.0,1.3722846974844037e-15,0.027179165137734027
jfosdyck,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
onechinesegirl,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
LovableContrarian,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
OnionChampion,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
i_like_turtles_,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Trumbull,0.0022354694485842027,0.0,0.0,9.36180709446684e-06,0.031121794362958692
actionaaron,0.0014903129657228018,0.0007451564828614009,1.1113444934547366e-06,2.8891023781435708e-36,0.028455709456376994
DocQuanta,0.0014903129657228018,0.0022354694485842027,0.00014403024635173387,5.611856308910199e-20,0.02900928105822196
somerandomguy03,0.0014903129657228018,0.0,0.0,8.582643873436416e-34,0.029190815284000065
TheMania,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
rekooHnzA,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
InternetOfficer,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Earthborn92,0.0007451564828614009,0.0007451564828614009,0.0,1.6749510997203767e-10,0.027520960012134926
buzzit292,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Pearlbuck,0.0014903129657228018,0.0014903129657228018,1.1113444934547366e-06,1.995376464223242e-16,0.029036438220792847
Voduar,0.0037257824143070045,0.00894187779433681,0.0009279726520347051,1.6531969043847983e-07,0.03885355258216393
Poltras,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
tawzerozero,0.0014903129657228018,0.0,0.0,2.8891023781435708e-36,0.028455709456376994
_96_,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
R3dstorm86,0.0014903129657228018,0.0,0.0,2.8891023781435708e-36,0.028455709456376994
diptheria,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,7.241104914722844e-21,0.028982667038902492
orionrose,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
tigersharkwushen_,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
clhines4,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
EconMan,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
poophead_,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
flyingcitrus,0.0007451564828614009,0.0014903129657228018,3.33403348036421e-06,2.3208956525335233e-13,0.027404510567524576
Splinxy,0.0029806259314456036,0.0014903129657228018,0.00027616910662350207,0.026740291267041173,0.03409666406097237
kv_right,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
2LateImDead,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
belovedkid,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
iceblademan,0.0022354694485842027,0.0014903129657228018,3.33403348036421e-06,4.3210922525277744e-36,0.030827018577741745
vintruvian,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Abohir,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
jzpenny,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Sayting,0.0007451564828614009,0.0007451564828614009,0.0,1.8242002256329597e-16,0.026858705354233382
V4L3R4,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Midnightbreeze1969,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
mirh,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
AmongstTheThugs,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
Murgie,0.0014903129657228018,0.0007451564828614009,5.056617445219052e-05,2.338238660070965e-05,0.029484507236813947
strl,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,5.4308286860421296e-21,0.028743140865027262
CswBizzel,0.0007451564828614009,0.0007451564828614009,3.889705727091578e-06,1.4571125037593655e-36,0.02608440033501224
kovu159,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
TheDark1,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
XXLpeanuts,0.0014903129657228018,0.0014903129657228018,3.33403348036421e-06,2.052494476436815e-13,0.029335782944718548
the_raucous_one,0.0007451564828614009,0.0007451564828614009,0.0,5.430828686042128e-21,0.02658740530015022
tastytreats04,0.0007451564828614009,0.0007451564828614009,0.0,0.00048084983837711067,0.02826048498918886
NoMoreNicksLeft,0.0014903129657228018,0.0014903129657228018,9.168592071001577e-05,8.17825024764419e-08,0.03027248039720064
MetalOrganism,0.0022354694485842027,0.0022354694485842027,3.889705727091578e-06,2.579808699574192e-16,0.03145614140585892
renaldomoon,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
defdrago,0.0007451564828614009,0.0007451564828614009,0.0,0.0832483906416575,0.02928678842620896
nixonrichard,0.0007451564828614009,0.0007451564828614009,0.0,0.16685808435121208,0.03064453708557715
Garbageman_1997,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
just_an_ordinary_guy,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
kaizervonmaanen,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
fozzymo2,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Wienerwrld,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ROFLQuad,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Buckfost,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
AndIPullOutMyNine,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
TheBlackManBehindYou,0.0007451564828614009,0.0007451564828614009,3.33403348036421e-06,8.164854546927482e-35,0.026558662159285193
raava_,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
looktowindward,0.0,0.0022354694485842027,0.0,2.512262937516149e-38,0.02371309121364749
cumbert_cumbert,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Kodiak_Marmoset,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Chompchompers,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
watchout5,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
zzag842,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
stormelemental13,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
wqzu,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Gbam,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
mushroomwig,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Wagamaga,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
RufusTheFirefly,0.0007451564828614009,0.0029806259314456036,2.1671217622367365e-05,3.015545568627115e-07,0.026966331558358318
PixelBlaster,0.0014903129657228018,0.0,0.0,2.8891023781435708e-36,0.028455709456376994
00000000000000000000,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
TheNoveltyAccountant,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
SMforreals,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Sgt_45Bravo,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
socrates_scrotum,0.005216095380029807,0.0014903129657228018,0.0004857686780890654,0.3777961138573541,0.050689383983561855
Jeevadees,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
yurigoul,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
DurianMD,0.0007451564828614009,0.0014903129657228018,5.556722467273683e-07,3.62055245736142e-21,0.02634787912627499
AnonSocialist,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
respect_cat,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
almostagolfer,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
tdmiami,0.0007451564828614009,0.0,0.0,0.04897855550156625,0.027014675834341674
ConservativeBoi,0.0007451564828614009,0.0014903129657228018,0.0,0.001545886210774748,0.02738711676383788
Isakill,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
MASerra,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
canis_in_caelum,0.0037257824143070045,0.0029806259314456036,1.7781511895275786e-05,3.474373331362117e-10,0.03807868798487433
dkman22,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
vancooldude,0.0014903129657228018,0.0014903129657228018,0.0015186522503058976,2.100323189750012e-05,0.03201354679921217
ZachofFables,0.0007451564828614009,0.0007451564828614009,0.0,7.829444689044067e-20,0.026616438775771457
PandaInAMazda,0.0022354694485842027,0.0007451564828614009,2.7783612336368415e-06,7.051601358191556e-07,0.03215014717968482
axnjackson11,0.0014903129657228018,0.0007451564828614009,1.667016740182105e-06,2.6152604593642415e-16,0.029280828242484524
taki2007,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
CivilityBeDamned,0.0037257824143070045,0.005216095380029807,0.0011547610183323684,0.002198277172618706,0.03816588043553219
lexisayok,0.0,0.0029806259314456036,0.0,2.512262937516149e-38,0.02371309121364749
Lonsdaleite,0.005216095380029807,0.006706408345752608,0.0005214057915125139,2.9416942485624494e-06,0.043904838374530485
Dubyaz,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
SunglassesDan,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
continuousQ,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
assclown3,0.0007451564828614009,0.0,0.0,5.4308286860421296e-21,0.02658740530015022
BewilderedDash,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
